Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontage_WasMissing,MasVnrArea_WasMissing,GarageYrBlt_WasMissing,TotalSF,TotalPorchSF,TotalBaths,BsmtFinishedRatio,LivingAreaRatio,HouseAge,YearsSinceRemodel,WasRemodeled,GarageAge,YearsSinceSold,HouseAgeGroup,NeighborhoodTier,QualityScore,BasementQualityScore,GarageQualityScore,RoomDensity,BathBedroomRatio,GarageLivingRatio,LotCoverageRatio,AgeQualityInteraction,SalePrice
615,180,RM,21.0,1491,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,6,1972,1972,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,TA,CBlock,Gd,TA,Av,LwQ,150.0,GLQ,480.0,0.0,630.0,GasA,Ex,Y,SBrkr,630,0,0,630,1.0,0.0,1,0,1,1,TA,3,Typ,0,,,0.0,,0.0,0.0,,,Y,96,24,0,0,0,0,,,,0,5,2010,WD,Normal,0,0,1,1260.0,24,2.0,1.0,0.4225352112676056,51,51,0,0,13,Old (51-100),Standard,4.000000000000001,2.3333333333333335,0.0,4.761904761904763,2.0,0.0,0.8450704225352113,204.00000000000006,75500
616,85,RL,80.0,8800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,6,7,1963,1963,Gable,CompShg,MetalSd,MetalSd,BrkFace,156.0,TA,Gd,PConc,TA,TA,Gd,GLQ,763.0,Unf,0.0,173.0,936.0,GasA,Ex,Y,SBrkr,1054,0,0,1054,1.0,0.0,1,0,3,1,Gd,6,Typ,0,,Attchd,1963.0,RFn,2.0,480.0,TA,TA,Y,120,0,0,0,0,0,,MnPrv,,0,5,2010,WD,Abnorml,0,0,0,1990.0,0,2.0,0.8151709401709402,0.11977272727272727,60,60,0,60,13,Old (51-100),Mid_Tier,4.8500000000000005,3.3333333333333335,3.0,5.692599620493358,0.6666666666666666,0.45540796963946867,0.22613636363636364,291.00000000000006,137500
617,60,RL,65.6,7861,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,457.0,Unf,0.0,326.0,783.0,GasA,Ex,Y,SBrkr,807,702,0,1509,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,Fin,2.0,393.0,TA,TA,Y,100,75,0,0,0,0,,,,0,6,2006,WD,Normal,1,0,0,2292.0,75,3.5,0.5836526181353767,0.19196031039307976,21,20,1,21,17,Recent (11-25),Mid_Tier,4.65,2.3333333333333335,3.0,4.638833664678596,1.1666666666666667,0.26043737574552683,0.29156595852944917,97.65,183200
618,45,RL,59.0,7227,Pave,,Reg,HLS,AllPub,Corner,Mod,NAmes,Artery,Norm,1Fam,1.5Unf,6,6,1954,1954,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,832.0,832.0,GasA,Gd,Y,SBrkr,832,0,0,832,0.0,0.0,1,0,2,1,Gd,4,Typ,0,,Detchd,1962.0,Unf,2.0,528.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2008,WD,Normal,0,0,0,1664.0,0,1.0,0.0,0.11512384115123842,69,69,0,61,15,Old (51-100),Mid_Tier,4.550000000000001,2.0,3.0,4.807692307692308,0.5,0.6346153846153846,0.23024768230247683,313.95000000000005,105500
619,20,RL,90.0,11694,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,452.0,Ex,TA,PConc,Ex,TA,Av,GLQ,48.0,Unf,0.0,1774.0,1822.0,GasA,Ex,Y,SBrkr,1828,0,0,1828,0.0,0.0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2007.0,Unf,3.0,774.0,TA,TA,Y,0,108,0,0,260,0,,,,0,7,2007,New,Partial,0,0,0,3650.0,368,2.0,0.026344676180021953,0.15631948007525226,16,16,0,16,16,Recent (11-25),Premium,5.85,2.6666666666666665,3.0,4.923413566739606,0.6666666666666666,0.4234135667396061,0.31212587651787244,93.6,314813
620,60,RL,85.0,12244,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,Stone,226.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,871.0,Unf,0.0,611.0,1482.0,GasA,Ex,Y,SBrkr,1482,780,0,2262,1.0,0.0,2,1,4,1,Gd,10,Typ,2,Gd,Attchd,2003.0,Fin,3.0,749.0,TA,TA,Y,168,0,0,0,0,0,,,,0,8,2008,WD,Normal,0,0,0,3744.0,0,3.5,0.5877192982456141,0.1847435478601764,20,20,0,20,15,Recent (11-25),Premium,5.250000000000001,3.6666666666666665,3.0,4.420866489832007,0.875,0.3311229000884173,0.3057824240444299,105.00000000000001,305000
621,30,RL,45.0,8248,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,1914,1950,Gable,CompShg,Stucco,Stucco,,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,41.0,Unf,0.0,823.0,864.0,GasA,TA,N,FuseF,864,0,0,864,1.0,0.0,1,0,2,1,TA,5,Typ,0,,,0.0,,0.0,0.0,,,N,0,0,100,0,0,0,,,,0,9,2008,WD,Normal,0,0,1,1728.0,100,2.0,0.047453703703703706,0.10475266731328807,109,73,1,0,15,Historic (100+),Standard,3.0,2.0,0.0,5.787037037037036,1.0,0.0,0.20950533462657614,327.0,67000
622,60,RL,90.0,10800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,7,1974,1997,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,956.0,Rec,182.0,384.0,1522.0,GasA,TA,Y,SBrkr,1548,1066,0,2614,0.0,0.0,2,1,4,1,TA,9,Typ,1,TA,Attchd,1974.0,RFn,2.0,624.0,TA,TA,Y,38,243,0,0,0,0,,,,0,6,2008,WD,Normal,0,0,0,4136.0,243,2.5,0.7477003942181341,0.24203703703703705,49,26,1,49,15,Mature (26-50),Mid_Tier,4.700000000000001,2.0,3.0,3.442999234889059,0.625,0.23871461361897475,0.38296296296296295,230.30000000000004,240000
623,20,RL,71.0,7064,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,153.0,TA,TA,CBlock,TA,TA,No,BLQ,560.0,Unf,0.0,420.0,980.0,GasA,TA,Y,SBrkr,980,0,0,980,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1986.0,Unf,2.0,484.0,TA,TA,Y,192,0,0,0,0,0,,,,0,7,2009,WD,Normal,0,0,0,1960.0,0,1.0,0.5714285714285714,0.13873159682899208,46,46,0,37,14,Mature (26-50),Mid_Tier,4.200000000000001,2.0,3.0,6.122448979591836,0.3333333333333333,0.49387755102040815,0.27746319365798416,193.20000000000005,135000
624,160,FV,24.0,2117,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,No,GLQ,420.0,Unf,0.0,336.0,756.0,GasA,Ex,Y,SBrkr,756,756,0,1512,0.0,0.0,2,1,2,1,Gd,4,Typ,1,TA,Detchd,2000.0,Unf,2.0,440.0,TA,TA,Y,0,32,0,0,0,0,,,,0,6,2007,WD,Normal,1,0,0,2268.0,32,2.5,0.5555555555555556,0.7142182333490789,23,23,0,23,16,Recent (11-25),Premium,4.65,2.3333333333333335,3.0,2.6455026455026456,1.25,0.291005291005291,1.0713273500236182,106.95,168500
625,60,RL,80.0,10400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,247.0,Unf,0.0,485.0,732.0,GasA,Gd,Y,SBrkr,1012,778,0,1790,1.0,0.0,1,2,4,1,TA,8,Min2,1,TA,Attchd,1972.0,RFn,2.0,484.0,TA,TA,Y,148,0,0,0,147,0,,,,0,11,2006,WD,Normal,0,0,0,2522.0,147,3.0,0.337431693989071,0.17211538461538461,51,51,0,51,17,Old (51-100),Mid_Tier,4.300000000000001,2.0,3.0,4.4692737430167595,0.75,0.27039106145251396,0.2425,219.30000000000004,165150
626,20,RL,87.0,10000,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1116.0,1116.0,GasA,TA,Y,SBrkr,1116,0,0,1116,0.0,0.0,1,1,3,1,TA,5,Typ,0,,Attchd,1962.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,385,0,,,,0,2,2010,WD,Normal,0,0,0,2232.0,385,1.5,0.0,0.1116,61,61,0,61,13,Old (51-100),Mid_Tier,4.500000000000001,2.0,3.0,4.480286738351254,0.5,0.3942652329749104,0.2232,274.50000000000006,160000
627,20,RL,75.8,12342,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1978,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,978.0,978.0,GasA,TA,Y,SBrkr,1422,0,0,1422,0.0,0.0,1,0,3,1,TA,6,Min1,1,TA,Attchd,1960.0,RFn,1.0,286.0,TA,TA,Y,0,0,36,0,0,0,,GdWo,Shed,600,8,2007,WD,Normal,1,0,0,2400.0,36,1.0,0.0,0.11521633446767136,63,45,1,63,16,Old (51-100),Mid_Tier,4.0,2.0,3.0,4.219409282700422,0.3333333333333333,0.2011251758087201,0.19445794846864364,252.0,139900
628,80,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1955,1972,Gable,CompShg,AsbShng,AsbShng,BrkFace,164.0,TA,TA,CBlock,TA,TA,Av,BLQ,674.0,LwQ,132.0,350.0,1156.0,GasA,Ex,Y,SBrkr,1520,0,0,1520,1.0,0.0,1,0,3,1,TA,7,Typ,2,Gd,Basment,1955.0,RFn,1.0,364.0,TA,TA,Y,0,0,189,0,0,0,,,,0,3,2010,WD,Normal,0,0,0,2676.0,189,2.0,0.6972318339100346,0.15833333333333333,68,51,1,68,13,Old (51-100),Mid_Tier,4.500000000000001,2.0,3.0,4.605263157894736,0.6666666666666666,0.2394736842105263,0.27875,306.00000000000006,153000
629,60,RL,70.0,11606,Pave,,IR1,HLS,AllPub,Inside,Sev,NAmes,Norm,Norm,1Fam,2Story,5,5,1969,1969,Gable,CompShg,Plywood,Plywood,BrkFace,192.0,TA,TA,PConc,Gd,TA,Av,Rec,650.0,Unf,0.0,390.0,1040.0,GasA,TA,Y,SBrkr,1040,1040,0,2080,0.0,1.0,1,2,5,1,Fa,9,Typ,2,TA,Attchd,1969.0,Unf,2.0,504.0,TA,TA,Y,335,0,0,0,0,0,,,,0,9,2007,WD,Family,0,0,0,3120.0,0,2.5,0.625,0.17921764604514906,54,54,0,54,16,Old (51-100),Mid_Tier,4.05,2.3333333333333335,3.0,4.3269230769230775,0.5,0.2423076923076923,0.2688264690677236,218.7,135000
630,80,RL,82.0,9020,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,SLvl,6,5,1964,1964,Gable,WdShngl,Plywood,Wd Sdng,BrkFace,259.0,TA,TA,CBlock,TA,TA,Gd,GLQ,624.0,Rec,336.0,288.0,1248.0,GasA,TA,Y,SBrkr,1350,0,0,1350,1.0,0.0,1,1,3,1,TA,6,Typ,0,,Attchd,1964.0,RFn,2.0,520.0,TA,TA,Y,176,0,0,0,0,0,,GdPrv,,0,6,2008,WD,Normal,0,0,0,2598.0,0,2.5,0.7692307692307693,0.14966740576496673,59,59,0,59,15,Old (51-100),Mid_Tier,4.300000000000001,3.3333333333333335,3.0,4.444444444444445,0.8333333333333334,0.3851851851851852,0.28802660753880266,253.70000000000005,168500
631,70,RM,50.0,9000,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,6,1880,1991,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,636.0,636.0,GasA,TA,Y,FuseA,1089,661,0,1750,0.0,0.0,1,0,3,1,Ex,8,Typ,0,,Detchd,1937.0,Unf,1.0,240.0,Fa,Po,N,0,0,293,0,0,0,,MnPrv,,0,6,2006,WD,Abnorml,0,0,0,2386.0,293,1.0,0.0,0.19444444444444445,143,32,1,86,17,Historic (100+),Standard,4.15,1.3333333333333333,1.5,4.571428571428572,0.3333333333333333,0.13714285714285715,0.26511111111111113,593.45,124000
632,120,RL,34.0,4590,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,108.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24.0,Unf,0.0,1530.0,1554.0,GasA,Ex,Y,SBrkr,1554,0,0,1554,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,627.0,TA,TA,Y,156,73,0,0,0,0,,,,0,8,2007,WD,Normal,0,0,0,3108.0,73,2.0,0.015444015444015444,0.338562091503268,17,17,0,17,16,Recent (11-25),Premium,5.300000000000001,2.6666666666666665,3.0,3.8610038610038613,1.0,0.4034749034749035,0.677124183006536,90.10000000000001,209500
633,20,RL,85.0,11900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,209.0,TA,Gd,CBlock,TA,TA,No,ALQ,822.0,Unf,0.0,564.0,1386.0,GasA,TA,Y,SBrkr,1411,0,0,1411,0.0,0.0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1977.0,Fin,2.0,544.0,TA,TA,Y,192,0,0,0,0,0,,,,0,4,2009,WD,Family,0,0,0,2797.0,0,2.0,0.5930735930735931,0.11857142857142858,46,46,0,46,14,Mature (26-50),Mid_Tier,4.700000000000001,2.0,3.0,4.252303330970943,0.6666666666666666,0.3855421686746988,0.23504201680672268,216.20000000000005,82500
634,20,RL,80.0,9250,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2005,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,480.0,LwQ,468.0,108.0,1056.0,GasA,TA,Y,SBrkr,1056,0,0,1056,0.0,1.0,1,0,3,1,TA,6,Typ,0,,Attchd,1954.0,Unf,1.0,260.0,TA,TA,Y,390,0,0,0,0,0,,,,0,7,2007,WD,Normal,0,0,0,2112.0,0,1.5,0.8977272727272727,0.11416216216216216,69,18,1,69,16,Old (51-100),Mid_Tier,4.400000000000001,2.0,3.0,5.681818181818182,0.5,0.24621212121212122,0.2283243243243243,303.6000000000001,139400
635,90,RL,64.0,6979,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,GLQ,1056.0,Unf,0.0,0.0,1056.0,GasA,Gd,Y,SBrkr,1056,0,0,1056,2.0,0.0,0,0,0,2,TA,4,Typ,0,,Detchd,1980.0,Unf,2.0,576.0,TA,TA,Y,264,56,0,0,0,0,,GdPrv,Shed,600,6,2010,WD,Normal,0,0,0,2112.0,56,2.0,1.0,0.15131107608539907,43,43,0,43,13,Mature (26-50),Standard,4.300000000000001,2.0,3.0,3.787878787878788,2.0,0.5454545454545454,0.30262215217079813,184.90000000000003,144000
636,190,RH,60.0,10896,Pave,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,2fmCon,2.5Fin,6,7,1914,1995,Hip,CompShg,VinylSd,VinylSd,,0.0,Fa,TA,CBlock,TA,Fa,No,LwQ,256.0,Unf,0.0,1184.0,1440.0,GasA,Ex,Y,FuseA,1440,1440,515,3395,0.0,0.0,2,0,8,2,Fa,14,Typ,0,,,0.0,,0.0,0.0,,,N,0,110,0,0,0,0,,,,0,3,2007,WD,Abnorml,0,0,1,4320.0,110,2.0,0.17777777777777778,0.31158223201174745,109,28,1,0,16,Historic (100+),Mid_Tier,4.3999999999999995,1.6666666666666667,0.0,4.123711340206186,0.25,0.0,0.3964757709251101,479.59999999999997,200000
637,30,RM,51.0,6120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,2,3,1936,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,Fa,Fa,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,264.0,264.0,Grav,Fa,N,FuseA,800,0,0,800,0.0,0.0,1,0,1,1,Fa,4,Maj1,1,Po,,0.0,,0.0,0.0,,,N,0,0,0,0,0,0,,,,0,1,2009,ConLw,Normal,0,0,1,1064.0,0,1.0,0.0,0.13071895424836602,87,73,1,0,14,Old (51-100),Standard,2.3000000000000003,1.6666666666666667,0.0,5.0,1.0,0.0,0.1738562091503268,200.10000000000002,60000
638,190,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,811.0,811.0,GasA,TA,Y,FuseA,811,576,0,1387,0.0,0.0,2,0,3,2,Gd,7,Typ,0,,BuiltIn,1954.0,Unf,1.0,256.0,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2009,WD,Normal,0,0,0,2198.0,0,2.0,0.0,0.23116666666666666,69,69,0,69,14,Old (51-100),Standard,3.85,2.0,3.0,5.046863734679164,0.6666666666666666,0.18457101658255226,0.36633333333333334,265.65000000000003,93000
639,30,RL,67.0,8777,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1910,1950,Gable,CompShg,MetalSd,Wd Sdng,,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,796.0,796.0,GasA,Gd,Y,FuseA,796,0,0,796,0.0,0.0,1,0,2,1,TA,4,Typ,0,,,0.0,,0.0,0.0,,,P,328,0,164,0,0,0,,MnPrv,,0,5,2008,WD,Normal,0,0,1,1592.0,164,1.0,0.0,0.0906915802666059,113,73,1,0,15,Historic (100+),Standard,4.300000000000002,1.6666666666666667,0.0,5.025125628140704,0.5,0.0,0.1813831605332118,485.9000000000002,85000
640,120,RL,53.0,3982,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,Gd,Av,GLQ,1154.0,Unf,0.0,366.0,1520.0,GasA,Ex,Y,SBrkr,1567,0,0,1567,1.0,0.0,2,0,1,1,Ex,7,Typ,1,Gd,Attchd,2006.0,Fin,3.0,648.0,TA,TA,Y,312,0,0,0,0,0,,,,0,10,2006,New,Partial,0,0,0,3087.0,0,3.0,0.7592105263157894,0.3935208437970869,17,17,0,17,17,Recent (11-25),Mid_Tier,5.3500000000000005,2.6666666666666665,3.0,4.4671346522016595,3.0,0.4135290363752393,0.775238573581115,90.95,264561
641,120,RL,62.0,12677,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2003,2004,Hip,CompShg,MetalSd,MetalSd,BrkFace,472.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1218.0,Unf,0.0,300.0,1518.0,GasA,Ex,Y,SBrkr,1518,0,0,1518,0.0,0.0,1,1,1,1,Ex,6,Typ,1,Gd,Attchd,2003.0,RFn,2.0,588.0,TA,TA,Y,185,140,0,0,0,0,,,,0,4,2008,WD,Normal,0,0,0,3036.0,140,1.5,0.8023715415019763,0.11974441902658357,20,19,1,20,15,Recent (11-25),Premium,5.6000000000000005,4.0,3.0,3.952569169960474,1.5,0.38735177865612647,0.23948883805316715,112.00000000000001,274000
642,60,FV,65.4,7050,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,738.0,Unf,0.0,319.0,1057.0,GasA,Ex,Y,SBrkr,1057,872,0,1929,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2001.0,Fin,2.0,650.0,TA,TA,Y,0,235,0,0,0,0,,,,0,5,2007,WD,Normal,1,0,0,2986.0,235,3.5,0.6982024597918638,0.27361702127659576,22,22,0,22,16,Recent (11-25),Premium,4.950000000000001,2.3333333333333335,3.0,3.6288232244686367,1.1666666666666667,0.336962156557802,0.42354609929078013,108.90000000000002,226000
643,80,RL,75.0,13860,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,8,7,1972,1995,Gable,CompShg,Plywood,Wd Sdng,,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1410.0,Unf,0.0,542.0,1952.0,GasA,Gd,Y,SBrkr,2000,704,0,2704,1.0,0.0,2,1,4,1,Ex,9,Typ,3,TA,Attchd,1972.0,Fin,2.0,538.0,TA,TA,Y,269,111,0,0,0,0,,MnPrv,,0,7,2009,WD,Normal,0,0,0,4656.0,111,3.5,0.7223360655737705,0.1950937950937951,51,28,1,51,14,Old (51-100),Mid_Tier,5.7,3.6666666666666665,3.0,3.3284023668639056,0.875,0.1989644970414201,0.3359307359307359,290.7,345000
644,60,RL,80.0,10793,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,5,5,1969,1969,Mansard,CompShg,WdShing,HdBoard,BrkFace,263.0,TA,TA,CBlock,TA,TA,No,Rec,493.0,BLQ,287.0,0.0,780.0,GasA,Ex,Y,SBrkr,780,840,0,1620,0.0,0.0,2,1,4,1,TA,7,Min1,0,,Attchd,1969.0,Fin,2.0,462.0,TA,TA,Y,208,0,0,0,0,0,,GdWo,,0,4,2007,WD,Normal,0,0,0,2400.0,0,2.5,1.0,0.15009728527749466,54,54,0,54,16,Old (51-100),Mid_Tier,4.0,2.0,3.0,4.320987654320987,0.625,0.2851851851851852,0.22236634855925136,216.0,152000
645,20,FV,85.0,9187,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,162.0,Ex,TA,PConc,Ex,TA,Mn,GLQ,1121.0,Unf,0.0,645.0,1766.0,GasA,Ex,Y,SBrkr,1766,0,0,1766,1.0,0.0,2,1,2,1,Ex,7,Typ,1,Gd,Attchd,2009.0,Fin,3.0,478.0,TA,TA,Y,195,130,0,0,0,0,,,,0,10,2009,New,Partial,0,0,0,3532.0,130,3.5,0.6347678369195923,0.19222814847066508,14,14,0,14,14,Recent (11-25),Premium,5.8999999999999995,2.6666666666666665,3.0,3.9637599093997733,1.75,0.2706681766704417,0.38445629694133016,82.6,370878
646,20,RL,80.6,10530,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,282.0,LwQ,35.0,664.0,981.0,GasA,TA,Y,SBrkr,981,0,0,981,1.0,0.0,1,1,3,1,TA,5,Typ,0,,Detchd,1979.0,Unf,2.0,576.0,TA,TA,Y,0,312,40,0,0,0,,,,0,3,2007,WD,Normal,1,0,0,1962.0,352,2.5,0.32313965341488277,0.09316239316239316,52,52,0,44,16,Old (51-100),Mid_Tier,4.300000000000001,2.0,3.0,5.096839959225281,0.8333333333333334,0.5871559633027523,0.18632478632478633,223.60000000000002,143250
647,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1950,1950,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,,,,,0.0,,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,1048,0,0,1048,0.0,0.0,1,0,3,1,TA,7,Min1,0,,Detchd,1950.0,Unf,2.0,420.0,TA,TA,Y,0,27,0,0,0,0,,,,0,7,2008,WD,Normal,0,0,0,1048.0,27,1.0,0.0,0.14555555555555555,73,73,0,73,15,Old (51-100),Mid_Tier,3.5500000000000003,0.0,3.0,6.679389312977099,0.3333333333333333,0.40076335877862596,0.14555555555555555,259.15000000000003,98300
648,20,RL,85.0,10452,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,216.0,TA,TA,CBlock,TA,TA,Mn,Rec,500.0,Unf,0.0,594.0,1094.0,GasA,Ex,Y,SBrkr,1094,0,0,1094,0.0,0.0,1,0,3,1,TA,5,Typ,2,Gd,Attchd,1953.0,RFn,2.0,495.0,TA,TA,Y,0,0,0,0,287,0,,,,0,6,2008,WD,Normal,0,0,0,2188.0,287,1.0,0.4570383912248629,0.1046689628779181,70,70,0,70,15,Old (51-100),Standard,4.300000000000001,2.0,3.0,4.570383912248629,0.3333333333333333,0.4524680073126143,0.2093379257558362,301.00000000000006,155000
